index,stock_id,year,file_path,mda_sentence,audit_sentence,mda_score,audit_score
600634/2013,600634,2013,clean1\上证A股ST公司\600634\上海中技投资控股股份有限公司2013年年度报告.pdf.txt_total.md,36,11,0.204490862,-0.063594255
600634/2014,600634,2014,clean1\上证A股ST公司\600634\上海中技投资控股股份有限公司2014年报.pdf.txt_total.md,39,11,0.092460537,-0.063409191
600634/2012,600634,2012,clean1\上证A股ST公司\600634\上海澄海企业发展股份有限公司2012年年度报告(修订版).pdf.txt_total.md,5,16,0.347796414,-0.155990291
600634/2015,600634,2015,clean1\上证A股ST公司\600634\中技控股2015年年度报告（修订稿）.pdf.txt_total.md,38,11,0.126212593,-0.063409191
600634/2016,600634,2016,clean1\上证A股ST公司\600634\富控互动2016年年度报告.pdf.txt_total.md,64,23,0.089064164,-0.53464016
600654/2018,600654,2018,clean1\上证A股ST公司\600654\ST中安2018年年度报告.pdf.txt_total.md,67,73,0.345356763,-0.123243925
600654/2016,600654,2016,clean1\上证A股ST公司\600654\_ST中安2016年年度报告（二次修订版）.pdf.txt_total.md,76,7,0.321766137,-0.03384407
600654/2017,600654,2017,clean1\上证A股ST公司\600654\_ST中安2017年年度报告.pdf.txt_total.md,73,77,0.329667315,-0.135114001
600654/2013,600654,2013,clean1\上证A股ST公司\600654\上海飞乐股份有限公司2013年年度报告(修订版).pdf.txt_total.md,34,12,0.287958516,-0.059132233
600654/2015,600654,2015,clean1\上证A股ST公司\600654\中安消2015年年度报告（修订稿）.pdf.txt_total.md,68,12,0.215413463,-0.058662076
600654/2014,600654,2014,clean1\上证A股ST公司\600654\中安消股份有限公司2014年报.pdf.txt_total.md,53,12,0.330934952,-0.058311989
600680/2016,600680,2016,clean1\上证A股ST公司\600680\ST上普2016年年度报告.pdf.txt_total.md,50,13,0.380948708,-0.153295578
600680/2017,600680,2017,clean1\上证A股ST公司\600680\_ST上普2017年年度报告（修订版）.pdf.txt_total.md,50,60,0.316539268,-0.166933031
600680/2018,600680,2018,clean1\上证A股ST公司\600680\_ST上普2018年年度报告.pdf.txt_total.md,26,51,0.251266939,-0.166184362
600680/2015,600680,2015,clean1\上证A股ST公司\600680\上海普天2015年年度报告.pdf.txt_total.md,54,10,0.511233629,-0.070454965
600680/2013,600680,2013,clean1\上证A股ST公司\600680\上海普天邮通科技股份有限公司2013年年度报告.pdf.txt_total.md,25,11,0.543394569,-0.063743544
600680/2014,600680,2014,clean1\上证A股ST公司\600680\上海普天邮通科技股份有限公司2014年报（修订版）.pdf.txt_total.md,38,10,0.581862122,-0.070669105
600696/2018,600696,2018,clean1\上证A股ST公司\600696\ST岩石2018年年度报告.pdf.txt_total.md,25,47,0.302692916,-0.107535627
600696/2017,600696,2017,clean1\上证A股ST公司\600696\_ST匹凸2017年年度报告.pdf.txt_total.md,25,72,0.254426348,-0.300378755
600696/2012,600696,2012,clean1\上证A股ST公司\600696\上海多伦实业股份有限公司2012年年度报告(修订版).pdf.txt_total.md,16,11,-0.189211891,-0.063596768
600696/2013,600696,2013,clean1\上证A股ST公司\600696\上海多伦实业股份有限公司2013年年度报告(修订版).pdf.txt_total.md,14,11,-0.141388254,-0.063400639
600696/2014,600696,2014,clean1\上证A股ST公司\600696\上海多伦实业股份有限公司2014年报.pdf.txt_total.md,26,14,-0.075651864,-0.257567293
600696/2015,600696,2015,clean1\上证A股ST公司\600696\匹凸匹2015年报.pdf.txt_total.md,25,11,-0.238364786,-0.063452742
600696/2016,600696,2016,clean1\上证A股ST公司\600696\匹凸匹2016年年度报告.pdf.txt_total.md,20,26,0.058240867,-0.390628769
600701/2016,600701,2016,clean1\上证A股ST公司\600701\_ST工新2016年年度报告（修订稿）.pdf.txt_total.md,76,11,0.248702434,-0.063407263
600701/2018,600701,2018,clean1\上证A股ST公司\600701\_ST工新2018年年度报告（修订版）.pdf.txt_total.md,44,68,0.220881876,-0.24161945
600701/2012,600701,2012,clean1\上证A股ST公司\600701\哈尔滨工大高新技术产业开发股份有限公司2012年年度报告.pdf.txt_total.md,16,11,-0.236299856,-0.063407349
600701/2013,600701,2013,clean1\上证A股ST公司\600701\哈尔滨工大高新技术产业开发股份有限公司2013年年度报告.pdf.txt_total.md,18,11,-0.252423334,-0.063407339
600701/2014,600701,2014,clean1\上证A股ST公司\600701\哈尔滨工大高新技术产业开发股份有限公司2014年报.pdf.txt_total.md,20,12,-0.288051646,-0.035627714
600701/2015,600701,2015,clean1\上证A股ST公司\600701\工大高新2015年年度报告.pdf.txt_total.md,52,11,0.12341766,-0.063407339
600701/2017,600701,2017,clean1\上证A股ST公司\600701\工大高新2017年年度报告.pdf.txt_total.md,143,14,0.425170373,-0.403580904
600725/2017,600725,2017,clean1\上证A股ST公司\600725\ST云维2017年年度报告.pdf.txt_total.md,37,42,0.120873176,-0.093470347
600725/2018,600725,2018,clean1\上证A股ST公司\600725\ST云维2018年年度报告（修订）.pdf.txt_total.md,30,45,0.051295343,-0.095109744
600725/2016,600725,2016,clean1\上证A股ST公司\600725\_ST云维2016年年度报告.pdf.txt_total.md,41,13,-0.132036213,-0.142913091
600725/2012,600725,2012,clean1\上证A股ST公司\600725\云南云维股份有限公司2012年年度报告.pdf.txt_total.md,42,12,0.084196104,-0.059010622
600725/2013,600725,2013,clean1\上证A股ST公司\600725\云南云维股份有限公司2013年年度报告.pdf.txt_total.md,26,12,-0.105145866,-0.05884121
600725/2014,600725,2014,clean1\上证A股ST公司\600725\云南云维股份有限公司2014年报（修订版）.pdf.txt_total.md,51,11,-0.143473954,-0.063449828
600725/2015,600725,2015,clean1\上证A股ST公司\600725\云维股份2015年年度报告.pdf.txt_total.md,37,17,-0.090552928,-0.28414135
600732/2017,600732,2017,clean1\上证A股ST公司\600732\ST新梅2017年年度报告.pdf.txt_total.md,51,12,0.106325894,-0.058820967
600732/2018,600732,2018,clean1\上证A股ST公司\600732\ST新梅2018年年度报告.pdf.txt_total.md,45,43,0.080041918,-0.081980479
600732/2015,600732,2015,clean1\上证A股ST公司\600732\_ST新梅2015年报.pdf.txt_total.md,42,15,-0.234813009,-0.056226429
600732/2016,600732,2016,clean1\上证A股ST公司\600732\_ST新梅2016年年度报告（修订版）.pdf.txt_total.md,57,12,0.06511379,-0.058820967
600732/2012,600732,2012,clean1\上证A股ST公司\600732\上海新梅置业股份有限公司2012年年度报告.pdf.txt_total.md,31,11,-0.212870938,-0.063590385
600732/2013,600732,2013,clean1\上证A股ST公司\600732\上海新梅置业股份有限公司2013年年度报告.pdf.txt_total.md,35,11,-0.182771951,-0.063627455
600732/2014,600732,2014,clean1\上证A股ST公司\600732\上海新梅置业股份有限公司2014年报.pdf.txt_total.md,33,11,-0.265617152,-0.063378582
600747/2018,600747,2018,clean1\上证A股ST公司\600747\ST大控2018年年度报告.pdf.txt_total.md,20,23,-0.297181775,-0.40204655
600747/2017,600747,2017,clean1\上证A股ST公司\600747\_ST大控2017年年度报告.pdf.txt_total.md,23,75,0.090798516,-0.173033814
600747/2012,600747,2012,clean1\上证A股ST公司\600747\大连大显控股股份有限公司2012年年度报告.pdf.txt_total.md,40,12,0.109270656,-0.058993888
600747/2013,600747,2013,clean1\上证A股ST公司\600747\大连大显控股股份有限公司2013年年度报告.pdf.txt_total.md,36,12,0.224994496,-0.058993888
600747/2015,600747,2015,clean1\上证A股ST公司\600747\大连控股2015年年度报告.pdf.txt_total.md,29,12,0.02933508,-0.058150674
600747/2016,600747,2016,clean1\上证A股ST公司\600747\大连控股2016年年度报告.pdf.txt_total.md,20,19,-0.012547206,-0.369429588
600749/2018,600749,2018,clean1\上证A股ST公司\600749\_ST藏旅2018年年度报告.pdf.txt_total.md,45,54,0.46249461,-0.072989824
600749/2015,600749,2015,clean1\上证A股ST公司\600749\西藏旅游2015年报.pdf.txt_total.md,46,11,-0.188303307,-0.063742003
600749/2016,600749,2016,clean1\上证A股ST公司\600749\西藏旅游2016年年度报告（修订版）.pdf.txt_total.md,45,11,-0.251796652,-0.06385401
600749/2017,600749,2017,clean1\上证A股ST公司\600749\西藏旅游2017年年度报告.pdf.txt_total.md,48,56,-0.144538295,-0.063284609
600749/2012,600749,2012,clean1\上证A股ST公司\600749\西藏旅游股份有限公司2012年年度报告.pdf.txt_total.md,65,11,0.36419847,-0.063618323
600749/2013,600749,2013,clean1\上证A股ST公司\600749\西藏旅游股份有限公司2013年年度报告.pdf.txt_total.md,49,11,0.150062087,-0.063618323
600749/2014,600749,2014,clean1\上证A股ST公司\600749\西藏旅游股份有限公司2014年报.pdf.txt_total.md,40,11,0.000430841,-0.063742003
600767/2018,600767,2018,clean1\上证A股ST公司\600767\ST运盛2018年年度报告.pdf.txt_total.md,81,57,0.317410804,-0.073934392
600767/2017,600767,2017,clean1\上证A股ST公司\600767\_ST运盛2017年年度报告.pdf.txt_total.md,66,50,0.230790259,-0.094027213
600767/2012,600767,2012,clean1\上证A股ST公司\600767\运盛(上海)实业股份有限公司2012年年度报告.pdf.txt_total.md,35,13,0.122554848,-0.041332195
600767/2013,600767,2013,clean1\上证A股ST公司\600767\运盛(上海)实业股份有限公司2013年年度报告.pdf.txt_total.md,35,12,0.104646544,-0.059132238
600767/2014,600767,2014,clean1\上证A股ST公司\600767\运盛(上海)实业股份有限公司2014年报.pdf.txt_total.md,75,11,0.056370088,-0.064347791
600767/2015,600767,2015,clean1\上证A股ST公司\600767\运盛医疗2015年年度报告.pdf.txt_total.md,25,11,-0.017263927,-0.063823825
600767/2016,600767,2016,clean1\上证A股ST公司\600767\运盛医疗2016年年度报告.pdf.txt_total.md,62,11,0.336521551,-0.063442008
600778/2018,600778,2018,clean1\上证A股ST公司\600778\_ST友好2018年年度报告.pdf.txt_total.md,54,51,0.207494988,-0.121738041
600778/2015,600778,2015,clean1\上证A股ST公司\600778\友好集团2015年报.pdf.txt_total.md,111,12,0.203688434,-0.05877281
600778/2016,600778,2016,clean1\上证A股ST公司\600778\友好集团2016年年度报告.pdf.txt_total.md,90,11,0.164357839,-0.063572512
600778/2017,600778,2017,clean1\上证A股ST公司\600778\友好集团2017年年度报告.pdf.txt_total.md,77,50,0.237928307,-0.084288065
600778/2012,600778,2012,clean1\上证A股ST公司\600778\新疆友好(集团)股份有限公司2012年年度报告.pdf.txt_total.md,61,11,0.19199437,-0.063563595
600778/2013,600778,2013,clean1\上证A股ST公司\600778\新疆友好(集团)股份有限公司2013年年度报告.pdf.txt_total.md,71,0,0.095943665,
600778/2014,600778,2014,clean1\上证A股ST公司\600778\新疆友好(集团)股份有限公司2014年报.pdf.txt_total.md,93,12,0.195216224,-0.05877281
600807/2018,600807,2018,clean1\上证A股ST公司\600807\_ST天业2018年年度报告.pdf.txt_total.md,52,47,0.096132121,-0.092621586
600807/2015,600807,2015,clean1\上证A股ST公司\600807\天业股份2015年年度报告.pdf.txt_total.md,137,12,0.235637023,-0.0584326
600807/2016,600807,2016,clean1\上证A股ST公司\600807\天业股份2016年年度报告.pdf.txt_total.md,108,12,0.272979429,-0.058440923
600807/2017,600807,2017,clean1\上证A股ST公司\600807\天业股份2017年年度报告.pdf.txt_total.md,85,13,0.319186252,-0.433765614
600807/2012,600807,2012,clean1\上证A股ST公司\600807\山东天业恒基股份有限公司2012年年度报告.pdf.txt_total.md,44,11,0.176585844,-0.063563678
600807/2013,600807,2013,clean1\上证A股ST公司\600807\山东天业恒基股份有限公司2013年年度报告(修订版).pdf.txt_total.md,57,12,0.290478892,-0.058602392
600807/2014,600807,2014,clean1\上证A股ST公司\600807\山东天业恒基股份有限公司2014年报.pdf.txt_total.md,96,12,0.184578277,-0.0584326
600817/2015,600817,2015,clean1\上证A股ST公司\600817\ST宏盛2015年年度报告.pdf.txt_total.md,14,12,-0.06033344,-0.058990761
600817/2018,600817,2018,clean1\上证A股ST公司\600817\ST宏盛2018年年度报告.pdf.txt_total.md,5,50,0.46633105,-0.057211753
600817/2016,600817,2016,clean1\上证A股ST公司\600817\_ST宏盛2016年年度报告（修订版）.pdf.txt_total.md,29,12,-0.193708412,-0.059042579
600817/2017,600817,2017,clean1\上证A股ST公司\600817\_ST宏盛2017年年度报告.pdf.txt_total.md,36,48,0.029593101,-0.071750576
600817/2012,600817,2012,clean1\上证A股ST公司\600817\西安宏盛科技发展股份有限公司2012年年度报告(修订版).pdf.txt_total.md,14,16,-0.035072394,-0.133773484
600817/2013,600817,2013,clean1\上证A股ST公司\600817\西安宏盛科技发展股份有限公司2013年年度报告.pdf.txt_total.md,15,12,-0.047181777,-0.058992677
600817/2014,600817,2014,clean1\上证A股ST公司\600817\西安宏盛科技发展股份有限公司2014年报.pdf.txt_total.md,11,12,-0.213905117,-0.058990761
600870/2015,600870,2015,clean1\上证A股ST公司\600870\_ST厦华2015年报.pdf.txt_total.md,17,13,-0.08059775,-0.141469826
600870/2018,600870,2018,clean1\上证A股ST公司\600870\_ST厦华2018年年度报告.pdf.txt_total.md,11,52,-0.000809616,-0.084925277
600870/2016,600870,2016,clean1\上证A股ST公司\600870\厦华电子2016年年度报告（修订稿）.pdf.txt_total.md,20,17,-0.072446875,-0.115291656
600870/2017,600870,2017,clean1\上证A股ST公司\600870\厦华电子2017年年度报告.pdf.txt_total.md,29,47,-0.021680831,-0.130465896
600870/2012,600870,2012,clean1\上证A股ST公司\600870\厦门华侨电子股份有限公司2012年年度报告(修订版).pdf.txt_total.md,56,11,-0.200019562,-0.063618336
600870/2013,600870,2013,clean1\上证A股ST公司\600870\厦门华侨电子股份有限公司2013年年度报告(修订版).pdf.txt_total.md,13,15,-0.231521245,-0.31235371
600870/2014,600870,2014,clean1\上证A股ST公司\600870\厦门华侨电子股份有限公司2014年报.pdf.txt_total.md,16,13,-0.107802386,-0.08683918
600871/2018,600871,2018,clean1\上证A股ST公司\600871\_ST油服2018年年度报告.pdf.txt_total.md,91,692,0.465238868,-0.073931185
600871/2015,600871,2015,clean1\上证A股ST公司\600871\石化油服2015年报.pdf.txt_total.md,42,530,0.127947895,-0.101406234
600871/2016,600871,2016,clean1\上证A股ST公司\600871\石化油服2016年年度报告.pdf.txt_total.md,80,616,0.145739821,-0.108002208
600871/2017,600871,2017,clean1\上证A股ST公司\600871\石化油服2017年年度报告.pdf.txt_total.md,76,620,0.37212678,-0.095034852
600877/2018,600877,2018,clean1\上证A股ST公司\600877\ST嘉陵2018年年度报告.pdf.txt_total.md,26,42,0.106634098,-0.084065059
600877/2016,600877,2016,clean1\上证A股ST公司\600877\_ST嘉陵2016年年度报告（修订版）.pdf.txt_total.md,62,14,0.113871723,-0.132056698
600877/2017,600877,2017,clean1\上证A股ST公司\600877\_ST嘉陵2017年年度报告.pdf.txt_total.md,42,50,0.034243018,-0.093912215
600877/2015,600877,2015,clean1\上证A股ST公司\600877\中国嘉陵2015年年度报告（修订版）.pdf.txt_total.md,49,12,0.23952225,-0.058990707
600877/2012,600877,2012,clean1\上证A股ST公司\600877\中国嘉陵工业股份有限公司(集团)2012年年度报告.pdf.txt_total.md,41,0,0.291121231,
600877/2013,600877,2013,clean1\上证A股ST公司\600877\中国嘉陵工业股份有限公司(集团)2013年年度报告.pdf.txt_total.md,48,0,0.415253766,
600877/2014,600877,2014,clean1\上证A股ST公司\600877\中国嘉陵工业股份有限公司(集团)2014年报.pdf.txt_total.md,45,13,0.429123594,-0.063801204
600896/2018,600896,2018,clean1\上证A股ST公司\600896\_ST海投2018年年度报告.pdf.txt_total.md,58,54,0.401934605,-0.065018866
600896/2012,600896,2012,clean1\上证A股ST公司\600896\中海(海南)海盛船务股份有限公司2012年年度报告.pdf.txt_total.md,27,12,-0.135699858,-0.058801072
600896/2013,600896,2013,clean1\上证A股ST公司\600896\中海(海南)海盛船务股份有限公司2013年年度报告.pdf.txt_total.md,27,12,-0.028303955,-0.058801072
600896/2014,600896,2014,clean1\上证A股ST公司\600896\中海(海南)海盛船务股份有限公司2014年报.pdf.txt_total.md,32,11,0.017605501,-0.063301173
600896/2015,600896,2015,clean1\上证A股ST公司\600896\中海海盛2015年报.pdf.txt_total.md,56,11,0.08342357,-0.063406164
600896/2016,600896,2016,clean1\上证A股ST公司\600896\览海投资2016年年度报告.pdf.txt_total.md,66,11,0.257527902,-0.063405389
600896/2017,600896,2017,clean1\上证A股ST公司\600896\览海投资2017年年度报告.pdf.txt_total.md,54,45,0.261896928,-0.080741618
601558/2018,601558,2018,clean1\上证A股ST公司\601558\ST锐电2018年年度报告.pdf.txt_total.md,100,47,0.357511487,-0.084045126
601558/2016,601558,2016,clean1\上证A股ST公司\601558\_ST锐电2016年年度报告（修订版）.pdf.txt_total.md,87,14,0.190005028,-0.201524603
601558/2017,601558,2017,clean1\上证A股ST公司\601558\_ST锐电2017年年度报告.pdf.txt_total.md,119,44,0.304207971,-0.129584741
601558/2015,601558,2015,clean1\上证A股ST公司\601558\华锐风电2015年报.pdf.txt_total.md,88,14,0.213087143,-0.197599239
601558/2012,601558,2012,clean1\上证A股ST公司\601558\华锐风电科技(集团)股份有限公司2012年年度报告.pdf.txt_total.md,150,11,0.206934614,-0.063585613
601558/2013,601558,2013,clean1\上证A股ST公司\601558\华锐风电科技(集团)股份有限公司2013年年度报告.pdf.txt_total.md,128,21,0.104949268,-0.379732501
601558/2014,601558,2014,clean1\上证A股ST公司\601558\华锐风电科技(集团)股份有限公司2014年报.pdf.txt_total.md,134,18,-0.001960751,-0.151420415
